idacr,idnum,year,totimp,totexp,tottrade
OMA,698,1995,5238.70,4249.75,9488.45
OMA,698,1996,6328.18,4606.79,10934.97
OMA,698,1997,7644.16,5113.02,12757.17
OMA,698,1998,5658.56,5808.43,11466.99
OMA,698,1999,7272.05,4787.94,12059.99
OMA,698,2000,10901.54,5533.79,16435.33
AFG,700,1948,20.67,0.17,20.84
AFG,700,1949,20.84,0.34,21.18
AFG,700,1950,27.00,0.34,27.35
AFG,700,1951,27.75,0.77,28.52
AFG,700,1952,27.93,0.37,28.31
AFG,700,1953,30.67,0.38,31.05
AFG,700,1954,42.70,0.38,43.09
AFG,700,1955,51.86,14.39,66.25
AFG,700,1956,55.03,55.50,110.54
AFG,700,1957,75.08,47.84,122.91
AFG,700,1958,46.93,73.03,119.95
AFG,700,1959,61.93,78.83,140.76
AFG,700,1960,52.54,125.34,177.87
AFG,700,1961,53.94,118.84,172.78
AFG,700,1962,63.56,129.01,192.58
AFG,700,1963,71.87,103.17,175.04
AFG,700,1964,69.68,122.29,191.97
AFG,700,1965,68.19,126.74,194.93
AFG,700,1966,70.26,148.30,218.57
AFG,700,1967,68.28,130.16,198.43
AFG,700,1968,70.67,128.83,199.49
AFG,700,1969,85.56,118.88,204.44
AFG,700,1970,85.53,108.45,193.97
AFG,700,1971,100.66,150.27,250.93
AFG,700,1972,130.74,127.25,258.00
AFG,700,1973,164.31,236.04,400.35
AFG,700,1974,235.76,295.98,531.73
AFG,700,1975,235.80,342.08,577.87
AFG,700,1976,310.82,447.60,758.42
AFG,700,1977,327.23,604.34,931.57
AFG,700,1978,310.29,646.70,956.98
AFG,700,1979,493.52,560.52,1054.05
AFG,700,1980,738.42,620.52,1358.94
AFG,700,1981,709.01,614.55,1323.56
AFG,700,1982,217.82,706.26,924.08
AFG,700,1983,190.48,723.52,914.00
AFG,700,1984,204.79,709.31,914.10
AFG,700,1985,258.72,689.98,948.70
AFG,700,1986,328.32,847.31,1175.63
AFG,700,1987,444.91,905.41,1350.32
AFG,700,1988,311.41,718.66,1030.06
AFG,700,1989,337.70,599.20,936.91
AFG,700,1990,325.68,626.70,952.38
AFG,700,1991,338.28,574.98,913.27
AFG,700,1992,332.95,503.02,835.97
AFG,700,1993,731.34,438.65,1169.99
AFG,700,1994,152.29,367.00,519.29
AFG,700,1995,218.96,394.83,613.79
AFG,700,1996,209.13,561.74,770.88
AFG,700,1997,305.46,638.80,944.26
AFG,700,1998,351.34,512.27,863.61
AFG,700,1999,248.04,520.13,768.17
AFG,700,2000,456.18,675.36,1131.54
TKM,701,1991,291.25,441.47,732.72
TKM,701,1992,298.33,452.20,750.53
TKM,701,1993,464.94,653.60,1118.54
TKM,701,1994,722.75,936.19,1658.94
TKM,701,1995,1778.35,1432.60,3210.94
TKM,701,1996,611.52,1368.35,1979.87
TKM,701,1997,609.59,1285.30,1894.89
TKM,701,1998,790.16,1026.06,1816.21
TKM,701,1999,1488.18,1471.84,2960.02
TKM,701,2000,2705.12,1781.86,4486.98
TAJ,702,1991,380.52,554.88,935.40
TAJ,702,1992,389.77,568.38,958.15
TAJ,702,1993,647.27,789.74,1437.01
TAJ,702,1994,797.39,847.28,1644.67
TAJ,702,1995,1069.70,1151.67,2221.37
TAJ,702,1996,1071.79,965.33,2037.13
TAJ,702,1997,1160.41,1174.04,2334.45
TAJ,702,1998,992.23,1083.08,2075.31
TAJ,702,1999,1085.78,1056.12,2141.89
TAJ,702,2000,1200.26,1175.25,2375.51
KYR,703,1991,359.24,421.91,781.15
KYR,703,1992,367.98,432.16,800.14
KYR,703,1993,304.48,287.90,592.37
KYR,703,1994,411.28,390.17,801.45
KYR,703,1995,502.45,467.84,970.29
KYR,703,1996,542.63,770.35,1312.98
KYR,703,1997,712.85,776.85,1489.71
KYR,703,1998,639.05,869.19,1508.24
KYR,703,1999,569.67,631.03,1200.70
KYR,703,2000,559.42,595.84,1155.26
UZB,704,1991,480.03,979.55,1459.59
UZB,704,1992,491.71,1003.37,1495.08
UZB,704,1993,887.38,1175.70,2063.08
UZB,704,1994,2107.69,2350.61,4458.30
UZB,704,1995,2844.66,3112.40,5957.06
UZB,704,1996,3301.23,4890.04,8191.27
UZB,704,1997,3508.34,4646.64,8154.97
UZB,704,1998,2571.78,3183.48,5755.26
UZB,704,1999,2223.24,2757.23,4980.47
UZB,704,2000,2397.20,2413.18,4810.38
KZK,705,1991,5391.17,4310.76,9701.93
KZK,705,1992,5522.27,4415.59,9937.86
KZK,705,1993,5705.83,4559.63,10265.46
KZK,705,1994,5824.95,4654.40,10479.36
KZK,705,1995,5951.05,4755.67,10706.72
KZK,705,1996,6069.58,4848.29,10917.87
KZK,705,1997,6183.90,4943.51,11127.42
KZK,705,1998,5313.39,5141.45,10454.83
KZK,705,1999,5632.62,4004.41,9637.03
KZK,705,2000,9005.19,5228.69,14233.88
CHN,710,1948,376.98,582.00,958.98
CHN,710,1949,594.36,584.40,1178.76
CHN,710,1950,621.85,763.85,1385.70
CHN,710,1951,893.08,1033.68,1926.76
CHN,710,1952,791.15,900.90,1692.05
CHN,710,1953,974.09,1058.49,2032.58
CHN,710,1954,1096.37,1226.80,2323.17
CHN,710,1955,1251.46,1270.47,2521.93
CHN,710,1956,1494.18,1403.83,2898.01
CHN,710,1957,1444.36,1332.21,2776.57
CHN,710,1958,1469.56,1068.91,2538.47
CHN,710,1959,1860.09,869.15,2729.24
CHN,710,1960,1769.98,888.97,2658.95
CHN,710,1961,1334.20,950.09,2284.30
CHN,710,1962,1332.50,1025.62,2358.13
CHN,710,1963,1331.37,1115.39,2446.76
CHN,710,1964,1480.70,1356.42,2837.12
CHN,710,1965,1707.06,1804.38,3511.44
CHN,710,1966,1767.19,1870.27,3637.46
CHN,710,1967,1624.01,1749.02,3373.03
CHN,710,1968,1524.09,1625.71,3149.80
CHN,710,1969,1610.21,1675.77,3285.99
CHN,710,1970,1586.17,2053.63,3639.80
CHN,710,1971,1884.63,2183.13,4067.76
CHN,710,1972,2469.27,2416.59,4885.85
CHN,710,1973,4877.56,8163.19,13040.75
CHN,710,1974,7291.94,10530.44,17822.38
CHN,710,1975,9428.15,11862.81,21290.96
CHN,710,1976,10887.41,12830.71,23718.11
CHN,710,1977,11895.11,10606.37,22501.49
CHN,710,1978,12984.66,15655.04,28639.70
CHN,710,1979,14738.08,19983.11,34721.20
CHN,710,1980,13926.48,18180.24,32106.72
CHN,710,1981,15798.11,17676.64,33474.75
CHN,710,1982,15475.09,16555.85,32030.94
CHN,710,1983,14720.09,17248.72,31968.81
CHN,710,1984,17786.48,21048.54,38835.03
CHN,710,1985,20190.31,36661.96,56852.28
CHN,710,1986,21537.82,36688.68,58226.50
CHN,710,1987,25544.62,34095.96,59640.57
CHN,710,1988,29190.98,41548.67,70739.65
CHN,710,1989,29891.92,43967.36,73859.28
CHN,710,1990,34843.16,36696.33,71539.49
CHN,710,1991,39283.78,42933.64,82217.42
CHN,710,1992,46973.08,54118.58,101091.66
CHN,710,1993,68650.33,79232.35,147882.67
CHN,710,1994,87417.04,90599.40,178016.44
CHN,710,1995,112175.64,106941.62,219117.26
CHN,710,1996,117966.20,113111.88,231078.08
CHN,710,1997,260700.72,262926.66,523627.38
CHN,710,1998,257770.07,240954.73,498724.80
CHN,710,1999,273564.83,256946.81,530511.64
CHN,710,2000,336831.71,330637.93,667469.64
TBT,711,1948,0.00,0.00,0.00
TBT,711,1949,0.00,0.00,0.00
TBT,711,1950,0.00,0.00,0.00
MON,712,1948,0.83,0.83,1.67
MON,712,1949,0.83,0.83,1.67
MON,712,1950,0.84,0.84,1.69
MON,712,1951,0.90,0.90,1.81
MON,712,1952,0.92,0.92,1.84
MON,712,1953,0.93,0.93,1.86
MON,712,1954,1.41,1.44,2.85
MON,712,1955,55.24,123.17,178.41
MON,712,1956,55.79,105.11,160.91
MON,712,1957,55.44,73.57,129.01
MON,712,1958,55.38,74.18,129.56
MON,712,1959,58.10,89.84,147.94
MON,712,1960,65.82,95.97,161.79
MON,712,1961,70.74,101.92,172.66
MON,712,1962,71.36,135.81,207.17
MON,712,1963,66.28,127.21,193.49
MON,712,1964,76.84,165.24,242.07
MON,712,1965,87.28,160.37,247.64
MON,712,1966,88.90,189.24,278.14
MON,712,1967,89.26,217.35,306.61
MON,712,1968,79.10,231.18,310.28
MON,712,1969,79.54,229.38,308.92
MON,712,1970,83.76,237.99,321.75
MON,712,1971,106.12,219.26,325.39
MON,712,1972,131.88,285.28,417.16
MON,712,1973,166.20,379.07,545.28
MON,712,1974,201.15,415.93,617.08
MON,712,1975,213.12,523.89,737.00
MON,712,1976,229.63,661.58,891.21
MON,712,1977,226.35,781.67,1008.02
MON,712,1978,280.97,913.80,1194.78
MON,712,1979,333.29,966.41,1299.69
MON,712,1980,394.25,1126.88,1521.13
MON,712,1981,416.47,1167.93,1584.41
MON,712,1982,511.10,1352.10,1863.21
MON,712,1983,539.04,1398.22,1937.26
MON,712,1984,510.17,1261.82,1771.99
MON,712,1985,505.39,1179.52,1684.91
MON,712,1986,481.65,1049.98,1531.63
MON,712,1987,474.25,940.80,1415.05
MON,712,1988,462.68,826.02,1288.70
MON,712,1989,454.22,699.35,1153.58
MON,712,1990,420.72,610.50,1031.22
MON,712,1991,364.92,500.24,865.16
MON,712,1992,399.98,467.69,867.67
MON,712,1993,256.98,343.77,600.75
MON,712,1994,279.48,301.83,581.31
MON,712,1995,330.63,471.45,802.07
MON,712,1996,416.61,499.88,916.48
MON,712,1997,557.25,524.43,1081.68
MON,712,1998,458.34,580.63,1038.97
MON,712,1999,414.58,412.49,827.07
MON,712,2000,489.07,533.66,1022.73
TAW,713,1949,2365.39,4914.43,7279.82
TAW,713,1950,2391.43,4968.53,7359.96
TAW,713,1951,2580.90,5327.49,7908.39
TAW,713,1952,2620.90,5410.06,8030.96
TAW,713,1953,2658.92,5522.96,8181.88
TAW,713,1954,2677.53,5590.33,8267.86
TAW,713,1955,2727.26,5679.82,8407.08
TAW,713,1956,2829.50,5855.08,8684.58
TAW,713,1957,2934.26,6060.21,8994.47
TAW,713,1958,3009.97,6204.04,9214.01
TAW,713,1959,3048.82,6275.52,9324.34
TAW,713,1960,3160.78,6458.78,9619.56
TAW,713,1961,3238.78,6568.58,9807.36
TAW,713,1962,3307.43,6630.09,9937.52
TAW,713,1963,3392.31,6750.66,10142.97
TAW,713,1964,3474.96,6864.56,10339.51
TAW,713,1965,3559.85,7049.49,10609.35
TAW,713,1966,3705.48,7279.14,10984.62
TAW,713,1967,3922.71,7595.04,11517.75
TAW,713,1968,4224.37,7954.73,12179.11
TAW,713,1969,4596.07,8451.24,13047.31
TAW,713,1970,5082.22,9054.64,14136.86
TAW,713,1971,5822.16,9605.47,15427.64
TAW,713,1972,6687.55,10378.21,17065.75
TAW,713,1973,7876.58,11682.44,19559.02
TAW,713,1974,9284.55,14794.52,24079.07
TAW,713,1975,9646.16,15256.98,24903.13
TAW,713,1976,11896.21,16821.98,28718.19
TAW,713,1977,13346.40,18285.72,31632.12
TAW,713,1978,19304.88,20301.12,39606.00
TAW,713,1979,19058.95,23331.49,42390.44
TAW,713,1980,22766.29,29807.55,52573.84
TAW,713,1981,25432.50,31951.22,57383.72
TAW,713,1982,25936.21,31842.74,57778.95
TAW,713,1983,28881.41,33081.21,61962.62
TAW,713,1984,33449.00,34614.72,68063.71
TAW,713,1985,33224.20,34317.80,67542.00
TAW,713,1986,40963.91,36024.60,76988.51
TAW,713,1987,51473.94,43383.04,94856.98
TAW,713,1988,55651.03,54657.49,110308.52
TAW,713,1989,59151.08,55584.63,114735.70
TAW,713,1990,59896.72,59706.73,119603.45
TAW,713,1991,64608.78,65399.58,130008.35
TAW,713,1992,67482.77,72604.82,140087.59
TAW,713,1993,68346.97,77079.34,145426.31
TAW,713,1994,72382.74,83331.27,155714.01
TAW,713,1995,83413.54,95790.32,179203.86
TAW,713,1996,86461.74,98515.88,184977.62
TAW,713,1997,92917.72,110010.51,202928.24
TAW,713,1998,85674.67,99574.35,185249.02
TAW,713,1999,95367.35,104777.14,200144.48
TAW,713,2000,116367.89,133289.56,249657.45
PRK,731,1948,0.17,0.85,1.02
PRK,731,1949,0.17,0.85,1.01
PRK,731,1950,2.92,4.62,7.54
PRK,731,1951,1.06,18.15,19.21
PRK,731,1952,2.19,22.34,24.53
PRK,731,1953,1.48,53.09,54.57
PRK,731,1954,2.79,92.36,95.15
PRK,731,1955,3.76,130.06,133.82
PRK,731,1956,61.93,150.52,212.45
PRK,731,1957,89.62,122.54,212.15
PRK,731,1958,97.49,129.20,226.69
PRK,731,1959,112.65,195.36,308.01
PRK,731,1960,147.92,134.97,282.90
PRK,731,1961,153.18,160.14,313.32
PRK,731,1962,170.09,185.70,355.80
PRK,731,1963,187.04,192.78,379.82
PRK,731,1964,194.61,216.77,411.38
PRK,731,1965,223.08,250.75,473.84
PRK,731,1966,242.65,253.13,495.78
PRK,731,1967,261.86,271.33,533.19
PRK,731,1968,255.25,329.45,584.69
PRK,731,1969,288.61,383.54,672.15
PRK,731,1970,373.52,393.70,767.23
PRK,731,1971,333.69,585.14,918.84
PRK,731,1972,439.33,675.80,1115.13
PRK,731,1973,527.41,670.86,1198.27
PRK,731,1974,727.21,1027.72,1754.93
PRK,731,1975,840.54,829.27,1669.81
PRK,731,1976,584.95,623.07,1208.02
PRK,731,1977,752.98,541.84,1294.82
PRK,731,1978,1193.83,927.52,2121.35
PRK,731,1979,1492.95,1270.39,2763.34
PRK,731,1980,1601.40,1596.70,3198.09
PRK,731,1981,1072.24,1421.63,2493.87
PRK,731,1982,1259.85,1461.64,2721.48
PRK,731,1983,1126.55,1367.54,2494.08
PRK,731,1984,1084.98,1166.97,2251.95
PRK,731,1985,1015.66,1186.44,2202.10
PRK,731,1986,992.91,1127.36,2120.27
PRK,731,1987,1062.49,1401.03,2463.52
PRK,731,1988,1200.44,1587.80,2788.25
PRK,731,1989,1050.76,1544.29,2595.05
PRK,731,1990,1091.79,1497.82,2589.60
PRK,731,1991,783.36,1616.53,2399.89
PRK,731,1992,915.65,1555.24,2470.89
PRK,731,1993,909.93,1554.51,2464.44
PRK,731,1994,1081.16,1443.05,2524.22
PRK,731,1995,958.67,1659.63,2618.30
PRK,731,1996,1236.47,2244.71,3481.18
PRK,731,1997,983.74,1677.66,2661.40
PRK,731,1998,891.25,1471.52,2362.77
PRK,731,1999,912.85,1481.01,2393.86
PRK,731,2000,1061.79,1882.04,2943.83
ROK,732,1948,0.85,0.17,1.02
ROK,732,1949,10.96,138.84,149.80
ROK,732,1950,17.98,286.98,304.95
ROK,732,1951,24.85,358.64,383.48
ROK,732,1952,18.25,426.30,444.55
ROK,732,1953,16.13,352.43,368.56
ROK,732,1954,18.40,241.16,259.56
ROK,732,1955,18.06,229.51,247.57
ROK,732,1956,25.43,437.43,462.86
ROK,732,1957,19.98,576.96,596.93
ROK,732,1958,17.78,560.50,578.28
ROK,732,1959,20.13,434.05,454.18
ROK,732,1960,33.50,276.14,309.64
ROK,732,1961,35.99,290.69,326.68
ROK,732,1962,52.24,402.74,454.97
ROK,732,1963,72.45,539.04,611.49
ROK,732,1964,115.12,383.25,498.37
ROK,732,1965,179.31,435.68,614.99
ROK,732,1966,244.90,696.66,941.57
ROK,732,1967,305.32,948.27,1253.59
ROK,732,1968,474.55,1445.35,1919.91
ROK,732,1969,596.37,1795.06,2391.42
ROK,732,1970,832.01,1958.85,2790.86
ROK,732,1971,1040.45,2375.46,3415.91
ROK,732,1972,1552.53,2464.38,4016.91
ROK,732,1973,3084.43,4177.01,7261.44
ROK,732,1974,4305.30,6618.90,10924.20
ROK,732,1975,4728.71,7052.92,11781.63
ROK,732,1976,7415.41,8678.72,16094.12
ROK,732,1977,9675.30,10760.70,20436.00
ROK,732,1978,12336.89,14902.53,27239.42
ROK,732,1979,14539.22,20141.92,34681.14
ROK,732,1980,16091.82,21551.48,37643.30
ROK,732,1981,19618.75,24962.87,44581.63
ROK,732,1982,20612.60,22771.26,43383.86
ROK,732,1983,22824.32,24657.15,47481.46
ROK,732,1984,27536.67,28526.31,56062.98
ROK,732,1985,27921.24,28554.32,56475.56
ROK,732,1986,32533.24,29556.15,62089.40
ROK,732,1987,44560.64,38355.92,82916.56
ROK,732,1988,56148.86,48655.44,104804.29
ROK,732,1989,56309.48,55941.86,112251.34
ROK,732,1990,59038.38,65368.11,124406.50
ROK,732,1991,66954.52,79819.04,146773.56
ROK,732,1992,70290.99,79889.40,150180.39
ROK,732,1993,74795.18,81497.40,156292.58
ROK,732,1994,86258.01,98984.70,185242.71
ROK,732,1995,112459.42,131231.35,243690.77
ROK,732,1996,117995.10,149594.47,267589.57
ROK,732,1997,135666.55,144337.28,280003.83
ROK,732,1998,132256.19,94010.78,226266.97
ROK,732,1999,143030.95,120927.95,263958.90
ROK,732,2000,171277.06,160574.06,331851.11
JPN,740,1948,199.20,662.79,861.99
JPN,740,1949,5092.26,2964.57,8056.83
JPN,740,1950,5398.92,3042.52,8441.44
JPN,740,1951,6138.70,4158.91,10297.61
JPN,740,1952,6049.31,4139.20,10188.51
JPN,740,1953,6141.86,4528.38,10670.24
JPN,740,1954,6540.52,4556.14,11096.66
JPN,740,1955,6941.42,4596.85,11538.27
JPN,740,1956,7297.92,5364.64,12662.56
JPN,740,1957,7796.42,6469.26,14265.68
JPN,740,1958,8004.07,5354.37,13358.44
JPN,740,1959,8619.55,5841.14,14460.68
JPN,740,1960,9356.64,6491.88,15848.52
JPN,740,1961,9575.21,7995.67,17570.88
JPN,740,1962,10301.13,7922.60,18223.73
JPN,740,1963,10763.31,8929.12,19692.43
JPN,740,1964,11889.21,10080.23,21969.44
JPN,740,1965,13841.25,10509.98,24351.23
JPN,740,1966,15071.96,12124.16,27196.12
JPN,740,1967,15758.07,14334.44,30092.51
JPN,740,1968,18253.98,15679.69,33933.66
JPN,740,1969,21215.73,17805.69,39021.42
JPN,740,1970,24524.38,21620.55,46144.93
JPN,740,1971,28854.83,22676.88,51531.71
JPN,740,1972,34234.30,26785.22,61019.53
JPN,740,1973,41461.58,40598.06,82059.64
JPN,740,1974,59265.32,63812.01,123077.34
JPN,740,1975,60634.34,60550.85,121185.19
JPN,740,1976,71509.21,67163.07,138672.29
JPN,740,1977,85460.15,73603.32,159063.47
JPN,740,1978,102612.46,82061.16,184673.61
JPN,740,1979,107118.98,111140.65,218259.63
JPN,740,1980,134044.62,141886.54,275931.16
JPN,740,1981,155652.33,144247.50,299899.83
JPN,740,1982,145862.07,133829.21,279691.28
JPN,740,1983,154065.88,129121.60,283187.48
JPN,740,1984,175094.87,140948.39,316043.27
JPN,740,1985,184240.99,135187.16,319428.15
JPN,740,1986,215132.77,130893.71,346026.48
JPN,740,1987,231204.78,151367.42,382572.20
JPN,740,1988,259820.81,186004.99,445825.80
JPN,740,1989,269463.46,208127.68,477591.14
JPN,740,1990,281596.87,234792.66,516389.53
JPN,740,1991,303453.98,235900.12,539354.10
JPN,740,1992,321727.22,232429.85,554157.07
JPN,740,1993,342234.49,241126.51,583361.00
JPN,740,1994,370868.87,272588.63,643457.50
JPN,740,1995,411834.14,330432.09,742266.23
JPN,740,1996,386015.20,343707.47,729722.68
JPN,740,1997,420183.25,337677.24,757860.49
JPN,740,1998,387350.94,281826.80,669177.74
JPN,740,1999,418458.96,311230.66,729689.62
JPN,740,2000,477609.94,379926.40,857536.35
IND,750,1948,1261.50,1752.98,3014.48
IND,750,1949,1115.06,1793.94,2909.00
IND,750,1950,981.36,1032.24,2013.60
IND,750,1951,1439.88,1630.30,3070.18
IND,750,1952,1106.98,1539.55,2646.53
IND,750,1953,971.29,1031.73,2003.02
IND,750,1954,1026.88,1123.44,2150.32
IND,750,1955,1119.99,1235.52,2355.50
IND,750,1956,1128.79,1557.16,2685.95
IND,750,1957,1242.70,2019.94,3262.64
IND,750,1958,1094.90,1714.91,2809.82
IND,750,1959,1214.80,1861.83,3076.63
IND,750,1960,1250.23,2162.06,3412.29
IND,750,1961,1331.84,2141.33,3473.16
IND,750,1962,1344.36,2259.46,3603.82
IND,750,1963,1515.63,2410.75,3926.38
IND,750,1964,1665.50,2632.08,4297.58
IND,750,1965,1647.53,2771.12,4418.65
IND,750,1966,1591.30,2770.97,4362.27
IND,750,1967,1603.51,2669.88,4273.40
IND,750,1968,1737.39,2478.74,4216.14
IND,750,1969,1816.05,2070.12,3886.17
IND,750,1970,1990.02,2067.62,4057.64
IND,750,1971,2100.14,2380.75,4480.90
IND,750,1972,2425.06,2197.15,4622.21
IND,750,1973,2942.62,3203.05,6145.67
IND,750,1974,3884.79,5029.90,8914.69
IND,750,1975,4347.80,6183.14,10530.94
IND,750,1976,5029.90,5167.25,10197.15
IND,750,1977,5935.11,6609.89,12545.00
IND,750,1978,6486.22,7811.72,14297.94
IND,750,1979,7470.88,9757.39,17228.27
IND,750,1980,8257.11,14791.75,23048.86
IND,750,1981,6792.34,14531.48,21323.82
IND,750,1982,8106.74,15584.53,23691.27
IND,750,1983,7724.76,13850.78,21575.55
IND,750,1984,8151.65,15413.40,23565.05
IND,750,1985,8155.71,16265.62,24421.34
IND,750,1986,8893.40,15002.10,23895.50
IND,750,1987,10511.85,16744.40,27256.25
IND,750,1988,12693.27,18934.34,31627.61
IND,750,1989,18933.00,19112.14,38045.14
IND,750,1990,16688.21,23615.11,40303.32
IND,750,1991,16908.01,17245.48,34153.48
IND,750,1992,18015.04,23024.90,41039.94
IND,750,1993,19532.48,21786.31,41318.79
IND,750,1994,22536.62,25992.89,48529.50
IND,750,1995,27638.46,32191.97,59830.43
IND,750,1996,30250.25,35948.81,66199.05
IND,750,1997,32617.66,39087.11,71704.77
IND,750,1998,35750.20,44528.53,80278.73
IND,750,1999,37412.20,47803.65,85215.85
IND,750,2000,43469.69,52859.81,96329.49
BHU,760,1949,16.12,21.46,37.59
BHU,760,1950,16.30,21.70,38.00
BHU,760,1951,17.48,23.26,40.74
BHU,760,1952,17.75,23.62,41.37
BHU,760,1953,17.98,23.94,41.92
BHU,760,1954,18.16,24.17,42.33
BHU,760,1955,18.48,24.59,43.07
BHU,760,1956,19.10,25.43,44.53
BHU,760,1957,19.74,26.27,46.01
BHU,760,1958,20.21,26.91,47.12
BHU,760,1959,20.44,27.20,47.64
BHU,760,1960,20.73,27.59,48.32
BHU,760,1961,20.96,27.90,48.86
BHU,760,1962,21.24,28.27,49.51
BHU,760,1963,21.49,28.60,50.09
BHU,760,1964,21.80,29.02,50.82
BHU,760,1965,22.21,29.57,51.78
BHU,760,1966,22.85,30.41,53.26
BHU,760,1967,23.55,31.35,54.89
BHU,760,1968,24.56,32.70,57.26
BHU,760,1969,25.77,34.31,60.08
BHU,760,1970,27.14,36.13,63.28
BHU,760,1971,28.51,37.95,66.45
BHU,760,1972,29.72,39.56,69.28
BHU,760,1973,31.38,41.78,73.16
BHU,760,1974,34.21,45.53,79.74
BHU,760,1975,37.39,49.78,87.17
BHU,760,1976,39.52,52.60,92.12
BHU,760,1977,42.06,55.98,98.04
BHU,760,1978,45.06,59.98,105.04
BHU,760,1979,48.81,64.97,113.79
BHU,760,1980,53.29,70.93,124.22
BHU,760,1981,58.27,77.56,135.83
BHU,760,1982,61.90,82.38,144.29
BHU,760,1983,64.38,85.66,150.03
BHU,760,1984,66.74,88.84,155.58
BHU,760,1985,68.83,91.64,160.47
BHU,760,1986,70.35,93.65,164.00
BHU,760,1987,72.53,96.49,169.03
BHU,760,1988,75.01,99.88,174.89
BHU,760,1989,80.97,84.87,165.84
BHU,760,1990,88.85,86.34,175.19
BHU,760,1991,67.36,70.42,137.78
BHU,760,1992,18.36,38.30,56.65
BHU,760,1993,14.04,15.19,29.23
BHU,760,1994,64.66,21.10,85.76
BHU,760,1995,28.28,22.13,50.41
BHU,760,1996,25.21,18.10,43.31
BHU,760,1997,25.96,24.37,50.34
BHU,760,1998,33.95,31.84,65.79
BHU,760,1999,37.70,33.98,71.68
BHU,760,2000,43.66,37.00,80.65
PAK,770,1948,592.90,370.90,963.80
PAK,770,1949,291.43,387.05,678.48
PAK,770,1950,453.05,390.22,843.27
PAK,770,1951,700.09,461.47,1161.56
PAK,770,1952,517.22,533.32,1050.53
PAK,770,1953,404.84,195.93,600.77
PAK,770,1954,321.36,279.14,600.50
PAK,770,1955,377.20,253.09,630.29
PAK,770,1956,320.17,222.66,542.83
PAK,770,1957,318.64,450.23,768.88
PAK,770,1958,290.10,406.61,696.70
PAK,770,1959,284.62,364.67,649.29
PAK,770,1960,355.85,656.73,1012.59
PAK,770,1961,371.69,639.77,1011.45
PAK,770,1962,393.08,738.94,1132.02
PAK,770,1963,414.54,892.36,1306.89
PAK,770,1964,448.81,1001.20,1450.02
PAK,770,1965,503.66,1060.75,1564.40
PAK,770,1966,555.38,937.66,1493.04
PAK,770,1967,525.51,1120.70,1646.21
PAK,770,1968,630.39,1064.13,1694.52
PAK,770,1969,605.24,1020.14,1625.38
PAK,770,1970,650.99,1112.46,1763.45
PAK,770,1971,598.38,943.01,1541.39
PAK,770,1972,623.86,709.14,1333.00
PAK,770,1973,803.81,1003.96,1807.77
PAK,770,1974,1045.67,1770.83,2816.51
PAK,770,1975,940.59,2147.67,3088.26
PAK,770,1976,1076.90,2160.08,3236.98
PAK,770,1977,1124.45,2446.53,3570.98
PAK,770,1978,1389.77,3306.56,4696.33
PAK,770,1979,1936.29,4083.28,6019.57
PAK,770,1980,2462.19,5383.36,7845.55
PAK,770,1981,2816.99,5640.13,8457.12
PAK,770,1982,2263.79,5441.64,7705.43
PAK,770,1983,2966.17,5324.76,8290.93
PAK,770,1984,2507.88,5842.20,8350.08
PAK,770,1985,2649.80,5883.14,8532.94
PAK,770,1986,3290.94,5367.46,8658.40
PAK,770,1987,4029.86,5827.33,9857.19
PAK,770,1988,4295.77,6591.72,10887.49
PAK,770,1989,4410.85,7115.22,11526.07
PAK,770,1990,5229.85,7360.37,12590.22
PAK,770,1991,6039.66,8432.50,14472.16
PAK,770,1992,6658.58,9331.56,15990.14
PAK,770,1993,6249.45,9455.55,15704.99
PAK,770,1994,6683.10,8906.98,15590.08
PAK,770,1995,7343.19,11467.02,18810.21
PAK,770,1996,8267.39,12113.93,20381.31
PAK,770,1997,8659.12,11816.77,20475.89
PAK,770,1998,8493.48,9531.83,18025.31
PAK,770,1999,8425.81,10567.30,18993.10
PAK,770,2000,9159.96,11401.46,20561.42
BNG,771,1972,247.60,365.95,613.55
BNG,771,1973,351.23,937.55,1288.78
BNG,771,1974,341.41,971.50,1312.90
BNG,771,1975,342.69,1157.25,1499.94
BNG,771,1976,408.79,818.60,1227.39
BNG,771,1977,484.31,1005.66,1489.97
BNG,771,1978,536.36,1315.07,1851.43
BNG,771,1979,672.43,1662.71,2335.14
BNG,771,1980,778.78,2350.41,3129.19
BNG,771,1981,809.90,2368.11,3178.01
BNG,771,1982,791.48,2088.34,2879.82
BNG,771,1983,756.87,1993.76,2750.63
BNG,771,1984,948.36,2306.94,3255.30
BNG,771,1985,1008.64,2202.95,3211.59
BNG,771,1986,894.72,2171.87,3066.60
BNG,771,1987,1074.52,2310.33,3384.85
BNG,771,1988,1304.17,2494.66,3798.83
BNG,771,1989,1310.00,2955.14,4265.14
BNG,771,1990,1674.63,3173.53,4848.16
BNG,771,1991,1691.91,2741.74,4433.65
BNG,771,1992,2027.03,3019.98,5047.02
BNG,771,1993,2235.19,3258.45,5493.64
BNG,771,1994,2592.79,3746.56,6339.35
BNG,771,1995,3048.53,5635.13,8683.66
BNG,771,1996,3214.27,5618.49,8832.77
BNG,771,1997,3844.24,5906.74,9750.97
BNG,771,1998,3897.63,6302.02,10199.65
BNG,771,1999,3942.72,6935.21,10877.94
BNG,771,2000,4891.94,7523.54,12415.48
MYA,775,1948,186.40,167.80,354.21
MYA,775,1949,123.06,89.37,212.43
